0,10167.0175781
1,9046.60839844
2,7703.57421875
3,6062.46191406
4,4457.75732422
5,4016.50292969
6,4671.76220703
7,5090.91259766
8,5136.99609375
9,4968.91845703
10,4761.63720703
11,4501.515625
12,4301.99560547
13,4114.25292969
14,3956.38549805
15,3958.96655273
16,4025.11401367
17,4065.10253906
18,4040.90722656
19,4023.61621094
20,3957.78637695
21,3919.12011719
22,3931.34301758
23,3928.84741211
24,3915.66113281
25,3941.51733398
26,3994.40600586
27,3925.97949219
28,3916.171875
29,3856.26513672
30,3820.46850586
31,3800.54492188
32,3836.19897461
33,3790.49487305
34,3808.16625977
35,3821.04248047
36,3818.37329102
37,3808.94897461
38,3814.55273438
39,3787.24121094
40,3800.7902832
41,3792.48925781
42,3767.46923828
43,3780.90771484
44,3779.07763672
45,3778.62426758
46,3759.71411133
47,3774.33056641
48,3753.82080078
49,3774.88574219
50,3753.91308594
51,3755.90258789
52,3748.69384766
53,3748.68066406
54,3752.32299805
55,3731.3918457
56,3728.86474609
57,3738.93383789
58,3740.24609375
59,3758.77026367
60,3735.34130859
61,3729.31542969
62,3744.9387207
63,3736.03271484
64,3732.06201172
65,3734.79638672
66,3736.88647461
67,3741.77758789
68,3744.09008789
69,3743.94262695
70,3737.73852539
71,3736.85302734
72,3733.23046875
73,3728.25415039
74,3733.72802734
75,3737.43359375
76,3733.28320312
77,3743.20922852
78,3736.95629883
79,3732.92089844
80,3731.29101562
81,3728.13867188
82,3732.09228516
83,3737.68579102
84,3730.32836914
85,3739.484375
86,3750.16381836
87,3736.00756836
88,3732.24902344
89,3729.73046875
90,3729.96142578
91,3731.02929688
92,3730.86401367
93,3737.01928711
94,3729.59545898
95,3732.48193359
96,3733.63500977
97,3744.13232422
98,3735.7409668
99,3736.48950195
100,3738.73583984
101,3742.59912109
102,3738.44580078
103,3737.89135742
104,3727.73388672
105,3741.36474609
106,3738.32861328
107,3726.71459961
108,3732.98974609
109,3736.97509766
110,3732.40356445
111,3731.38745117
112,3731.62182617
113,3739.94824219
114,3737.97583008
115,3730.9465332
116,3730.70922852
117,3730.75805664
118,3729.78808594
119,3732.95776367
120,3731.7512207
121,3729.890625
122,3740.51635742
123,3733.72192383
124,3734.92480469
125,3730.87573242
126,3733.11132812
127,3737.92749023
128,3735.07617188
129,3736.29541016
130,3741.05688477
131,3728.95288086
132,3728.31420898
133,3729.99536133
134,3740.96875
135,3736.66430664
136,3736.20654297
137,3735.52905273
138,3733.95263672
139,3738.27001953
140,3733.92578125
141,3735.36865234
142,3732.87890625
143,3730.61328125
144,3740.38842773
145,3730.68286133
146,3731.82641602
147,3732.92431641
148,3734.02099609
149,3732.1640625
150,3733.31640625
151,3728.72192383
152,3729.96142578
153,3734.2265625
154,3735.26342773
155,3740.07324219
156,3737.79833984
157,3735.87695312
158,3729.69335938
159,3734.15454102
160,3737.31396484
161,3729.87597656
162,3729.99243164
163,3735.51245117
164,3730.37744141
165,3731.06884766
166,3735.57763672
167,3731.72265625
168,3724.64672852
169,3734.45556641
170,3738.57397461
171,3734.41772461
172,3733.24951172
173,3725.23950195
174,3727.59741211
175,3738.4296875
176,3735.19238281
177,3730.51196289
178,3733.25317383
179,3729.43017578
180,3733.91772461
181,3729.33227539
182,3736.84326172
183,3738.6796875
184,3728.94189453
185,3742.94970703
186,3740.00756836
187,3729.6394043
188,3734.40551758
189,3729.82080078
190,3726.03417969
191,3736.04272461
192,3736.78564453
193,3729.38549805
194,3729.40039062
195,3734.54638672
196,3734.69946289
197,3734.96264648
198,3736.86254883
199,3729.15698242
200,3732.19433594
201,3733.17895508
202,3725.04174805
203,3736.25463867
204,3723.14404297
205,3723.37548828
206,3726.5402832
207,3733.01123047
208,3733.0559082
209,3728.90307617
210,3733.26025391
211,3733.64916992
212,3733.31811523
213,3729.44360352
214,3724.97241211
215,3720.68774414
216,3728.25634766
217,3734.15869141
218,3723.69921875
219,3729.8359375
220,3727.4909668
221,3729.98803711
222,3728.29931641
223,3740.89355469
224,3726.44775391
225,3729.93774414
226,3724.6550293
227,3729.22705078
228,3732.77636719
229,3729.60375977
230,3730.32617188
231,3733.22290039
232,3729.68066406
233,3731.68310547
234,3734.90966797
235,3729.7265625
236,3733.14501953
237,3728.84643555
238,3731.20263672
239,3726.390625
240,3729.92578125
241,3727.00195312
242,3725.71484375
243,3727.80737305
244,3732.55737305
245,3729.21142578
246,3736.87939453
247,3726.78442383
248,3730.44091797
249,3737.6965332
250,3728.73486328
251,3728.89355469
252,3722.36987305
253,3728.10375977
254,3727.21655273
255,3728.51635742
256,3724.79345703
257,3728.81738281
258,3722.3425293
259,3723.4987793
260,3730.02612305
261,3727.92773438
262,3729.39404297
263,3728.28857422
264,3730.26367188
265,3737.83837891
266,3723.73339844
267,3723.12207031
268,3727.46191406
269,3724.93896484
270,3718.79443359
271,3737.56958008
272,3723.58911133
273,3727.84106445
274,3726.875
275,3726.92626953
276,3728.75610352
277,3741.68505859
278,3722.99072266
279,3730.01220703
280,3729.48657227
281,3728.42700195
282,3725.28735352
283,3723.05541992
284,3729.59179688
285,3732.09960938
286,3729.89501953
287,3730.09179688
288,3726.67993164
289,3718.03149414
290,3728.25048828
291,3725.77929688
292,3729.30761719
293,3722.46069336
294,3716.75048828
295,3727.28930664
296,3717.20703125
297,3725.93798828
298,3721.99682617
299,3725.88549805
300,3718.99951172
301,3733.38574219
302,3723.87939453
303,3725.18115234
304,3725.0246582
305,3721.35058594
306,3728.95776367
307,3731.77294922
308,3722.40014648
309,3726.57714844
310,3727.02197266
311,3722.0246582
312,3715.55151367
313,3730.60131836
314,3720.08374023
315,3727.80566406
316,3731.63867188
317,3729.13842773
318,3717.49609375
319,3721.72998047
320,3723.69702148
321,3718.57373047
322,3724.95239258
323,3722.78686523
324,3718.23022461
325,3722.96533203
326,3727.05834961
327,3722.3215332
328,3716.59619141
329,3714.07006836
330,3723.91186523
331,3714.79370117
332,3714.765625
333,3721.90185547
334,3713.69140625
335,3709.58520508
336,3720.17333984
337,3713.86645508
338,3713.21240234
339,3714.40649414
340,3712.50146484
341,3709.93847656
342,3706.81005859
343,3711.70043945
344,3715.68603516
345,3721.00952148
346,3708.16040039
347,3712.4987793
348,3710.41235352
349,3705.34301758
350,3707.13378906
351,3717.14160156
352,3700.84716797
353,3707.29101562
354,3708.10351562
355,3702.09814453
356,3702.75341797
357,3708.10644531
358,3697.98144531
359,3683.41162109
360,3687.48461914
361,3707.82373047
362,3697.57275391
363,3679.96362305
364,3687.90942383
365,3682.57202148
366,3678.98779297
367,3681.56738281
368,3671.40576172
369,3675.96850586
370,3686.73999023
371,3652.16552734
372,3634.14624023
373,3670.50561523
374,3657.9597168
375,3646.46655273
376,3645.21557617
377,3655.54272461
378,3666.82055664
379,3655.60766602
380,3637.26196289
381,3628.91235352
382,3643.99682617
383,3635.3034668
384,3606.50878906
385,3641.11401367
386,3576.88500977
387,3602.04736328
388,3596.78833008
389,3645.24658203
390,3572.39624023
391,3602.01855469
392,3565.33300781
393,3583.95263672
394,3615.50610352
395,3577.32275391
396,3553.50561523
397,3554.41772461
398,3565.09204102
399,3534.8659668
400,3541.65307617
401,3525.81347656
402,3530.97216797
403,3498.88793945
404,3520.52416992
405,3485.29077148
406,3478.56225586
407,3510.00439453
408,3454.41650391
409,3450.54541016
410,3481.12841797
411,3469.21630859
412,3462.54858398
413,3450.49291992
414,3476.28613281
415,3459.56152344
416,3414.96020508
417,3406.50024414
418,3475.8515625
419,3405.01733398
420,3399.44873047
421,3389.58154297
422,3406.58227539
423,3392.36523438
424,3380.87988281
425,3386.00854492
426,3343.59814453
427,3371.77612305
428,3382.13720703
429,3383.90917969
430,3421.91577148
431,3372.87207031
432,3388.25488281
433,3356.12915039
434,3373.92675781
435,3361.16479492
436,3328.30322266
437,3290.78466797
438,3300.0925293
439,3319.28271484
440,3303.99707031
441,3311.00415039
442,3309.59399414
443,3306.38916016
444,3250.36376953
445,3295.51000977
446,3285.62158203
447,3272.36572266
448,3248.37695312
449,3283.71166992
450,3277.53051758
451,3258.375
452,3252.77319336
453,3231.83544922
454,3229.48876953
455,3226.22827148
456,3232.51757812
457,3197.83935547
458,3194.64599609
459,3222.49682617
460,3185.39086914
461,3280.62402344
462,3173.63256836
463,3167.35498047
464,3192.98950195
465,3167.78930664
466,3147.42089844
467,3216.36743164
468,3121.89526367
469,3146.21948242
470,3118.71826172
471,3073.89575195
472,3021.72460938
473,3072.08203125
474,3076.56445312
475,3040.61108398
476,3083.453125
477,3098.48608398
478,2976.54443359
479,2964.85693359
480,2922.2331543
481,2979.94702148
482,2941.05078125
483,2956.02270508
484,2763.78417969
485,2858.83081055
486,2879.375
487,2755.39599609
488,2777.73168945
489,2727.07641602
490,2796.38208008
491,2670.05151367
492,2716.78955078
493,2746.27612305
494,2640.05810547
495,2658.97436523
496,2639.33227539
497,2638.24511719
498,2607.10839844
499,2579.69262695
500,2431.10205078
501,2435.59057617
502,2467.19360352
503,2464.94873047
504,2474.22680664
505,2323.65649414
506,2389.63134766
507,2333.88330078
508,2415.9609375
509,2272.24145508
510,2271.74536133
511,2218.90795898
512,2201.62695312
513,2148.03149414
514,2116.05444336
515,2157.95483398
516,2076.39086914
517,2071.5
518,2068.65698242
519,2070.54125977
520,1990.45349121
521,1960.27734375
522,1939.85888672
523,1932.42126465
524,1975.3494873
525,1958.24755859
526,1932.34448242
527,1903.8737793
528,1777.94763184
529,1825.13415527
530,1793.94885254
531,1866.72058105
532,1811.01074219
533,1830.29101562
534,1766.17883301
535,1825.03466797
536,1782.59912109
537,1812.05505371
538,1774.86743164
539,1691.11889648
540,1639.56640625
541,1759.74951172
542,1735.21337891
543,1669.31115723
544,1758.88708496
545,1688.23901367
546,1712.17687988
547,1698.49719238
548,1630.10095215
549,1694.6270752
550,1677.52111816
551,1626.53015137
552,1640.91564941
553,1513.0670166
554,1618.1373291
555,1556.8770752
556,1584.9699707
557,1452.02978516
558,1474.84204102
559,1563.15686035
560,1517.18066406
561,1510.83349609
562,1519.43444824
563,1490.60168457
564,1619.83837891
565,1537.12487793
566,1499.57629395
567,1574.25585938
568,1406.23327637
569,1404.93896484
570,1436.71716309
571,1338.72167969
572,1474.2869873
573,1494.18273926
574,1488.12548828
575,1429.63317871
576,1379.13745117
577,1393.97424316
578,1282.83203125
579,1315.98681641
580,1431.70996094
581,1454.42956543
582,1334.92504883
583,1379.39929199
584,1377.77539062
585,1324.93017578
586,1454.84191895
587,1358.04040527
588,1372.31384277
589,1399.34680176
590,1302.45349121
591,1320.1907959
592,1373.78137207
593,1253.17980957
594,1321.29040527
595,1260.38342285
596,1300.76672363
597,1350.72912598
598,1280.03222656
599,1288.04418945
600,1351.34472656
601,1336.76403809
602,1202.36987305
603,1278.52026367
604,1288.75354004
605,1330.95068359
606,1374.79345703
607,1283.96569824
608,1254.35351562
609,1199.97998047
610,1252.46911621
611,1241.46777344
612,1162.40661621
613,1196.01660156
614,1312.89477539
615,1194.50036621
616,1232.8939209
617,1183.8034668
618,1266.56604004
619,1135.80761719
620,1219.2052002
621,1265.08190918
622,1220.24304199
623,1143.24963379
624,1230.63684082
625,1177.29858398
626,1265.77502441
627,1110.45092773
628,1194.02709961
629,1131.71374512
630,1098.06274414
631,1195.92175293
632,1180.75280762
633,1167.71643066
634,1155.34008789
625,1089.48754883
626,1132.72375488
627,1216.82409668
628,1186.67724609
629,1156.81091309
630,1245.88061523
631,1227.35852051
632,1171.43908691
633,1160.04187012
634,1173.47351074
635,1140.8190918
636,1181.16381836
637,1165.04174805
638,1173.26855469
639,1123.97241211
640,1139.22070312
641,1059.76953125
642,1164.3737793
643,1157.52868652
644,1072.99182129
645,1200.89807129
646,1035.64697266
647,1131.88110352
648,1129.07446289
649,1150.62731934
650,1117.29858398
651,1095.12817383
652,1158.91357422
653,1090.86230469
654,1073.88977051
655,1069.82897949
656,1168.4173584
657,1051.57312012
658,1178.91040039
659,1169.38439941
660,1092.1895752
661,1145.82922363
662,1123.95922852
663,1041.26733398
664,1153.82849121
665,1137.96850586
666,1104.52490234
667,1105.72644043
668,981.489135742
669,1107.36560059
670,1074.640625
671,1132.26269531
672,1047.74829102
673,1074.20068359
674,983.109008789
675,1086.11083984
676,1085.55810547
677,1096.38110352
678,998.663269043
679,982.076171875
680,966.779846191
681,994.379760742
682,1112.81835938
683,1065.96765137
684,1038.08288574
685,1032.18469238
686,950.816162109
687,1063.2409668
688,958.179626465
689,968.768249512
690,1056.31188965
691,1067.42138672
692,975.931640625
693,969.048156738
694,947.422241211
695,1025.62695312
696,1017.49249268
697,1109.54089355
698,1011.54022217
699,948.818603516
700,1014.9241333
701,989.410705566
702,1068.95800781
703,1003.85437012
704,998.881408691
705,986.069396973
706,983.938415527
707,976.600158691
708,956.571289062
709,975.070007324
710,1032.34265137
711,994.48449707
712,1040.76293945
713,964.085388184
714,1034.89318848
715,929.435180664
716,1004.6829834
717,976.584594727
718,1035.17749023
719,943.508056641
720,949.587402344
721,901.641845703
722,1007.45751953
723,1017.76715088
724,984.78314209
725,911.910766602
726,964.22668457
727,874.910461426
728,964.721862793
729,950.646484375
730,852.111877441
731,883.949584961
732,915.432983398
733,992.610351562
734,912.543579102
735,929.977233887
736,988.467895508
737,893.163146973
738,903.694335938
739,967.470214844
740,837.82611084
741,905.918212891
742,950.165283203
743,830.010925293
744,861.476989746
745,913.763977051
746,893.208251953
747,874.721862793
748,967.973815918
749,926.052734375
750,888.525817871
751,849.930297852
752,957.199157715
753,870.660339355
754,939.44543457
755,936.997009277
756,986.570800781
757,903.969848633
758,849.218017578
759,910.75
760,851.825622559
761,939.226135254
762,904.355041504
763,903.485412598
764,891.398620605
765,810.069763184
766,833.335083008
767,853.541870117
768,936.123840332
769,820.76965332
770,794.765319824
771,930.364807129
772,936.160217285
773,838.088989258
774,937.576843262
775,904.83581543
776,953.326171875
777,881.676818848
778,881.072937012
779,819.775085449
780,839.8203125
781,847.434997559
782,876.394775391
783,962.348266602
784,941.574157715
785,927.084594727
786,848.323669434
787,815.976806641
788,797.608093262
789,851.030151367
790,861.420227051
791,969.721618652
792,875.311523438
793,834.697937012
794,799.071411133
795,851.367431641
796,836.605041504
797,867.45690918
798,819.753173828
799,831.054626465
800,766.286071777
801,886.072021484
802,884.622070312
803,843.610717773
804,861.11151123
805,785.830871582
806,868.237915039
807,832.179931641
808,895.620483398
809,822.048583984
810,804.376403809
811,854.370239258
812,828.398925781
813,831.942993164
814,876.567871094
815,805.621765137
816,804.104797363
817,820.463195801
818,775.108520508
819,819.939697266
820,797.20111084
821,770.045043945
822,825.192016602
823,786.128479004
824,904.096496582
825,837.222351074
826,902.353271484
827,819.9453125
828,750.204040527
829,863.419494629
830,807.71862793
831,867.63684082
832,795.569030762
833,848.600341797
834,858.444763184
835,813.346313477
836,819.20880127
837,805.371704102
838,752.25970459
839,876.135375977
840,799.65032959
841,852.948120117
842,834.554626465
843,726.678283691
844,872.96484375
845,768.41986084
846,751.790466309
847,790.98059082
848,849.371765137
849,810.866943359
850,766.566772461
851,838.635742188
852,713.203735352
853,806.175537109
854,781.349609375
855,734.240356445
856,777.188171387
857,774.514038086
858,840.671691895
859,831.584655762
860,738.802856445
861,725.224304199
862,754.286560059
863,721.240539551
864,863.203857422
865,745.793334961
866,709.568908691
867,852.140808105
868,795.619812012
869,768.215515137
870,773.495727539
871,673.495361328
872,694.333496094
873,808.55847168
874,749.615539551
875,709.577514648
876,846.692260742
877,781.326599121
878,832.363952637
879,775.732055664
880,752.307617188
881,735.935974121
882,779.247375488
883,736.780700684
884,805.996826172
885,725.638000488
886,820.378112793
887,685.687194824
