1,19.376953125,45.8227505684
2,5.392578125,17.6867051125
3,1.53515625,6.33819699287
4,1.037109375,4.26948624849
5,0.796875,3.62983992696
6,0.734375,3.21155685186
7,0.720703125,3.02905511856
8,0.669921875,2.81471243501
9,0.6015625,2.59822463989
10,0.615234375,2.39891541004
10,0.603515625,2.4820831418
11,0.537109375,2.28865014017
12,0.52734375,2.1902834028
13,0.5078125,2.09700120986
14,0.53515625,2.05842411518
15,0.490234375,1.91145202518
16,0.505859375,1.93749924004
17,0.455078125,1.74104726315
18,0.455078125,1.77770185471
19,0.4453125,1.70634359121
20,0.40234375,1.66010121256
1,100.0,232.297929764
1,100.0,232.301624298
2,99.400390625,227.709741592
3,9.23828125,37.665263176
4,4.576171875,20.4160447121
5,3.974609375,17.552175045
6,3.302734375,13.8656836748
7,3.03125,12.2138895988
8,2.53125,10.3307545185
9,2.359375,9.27789700031
10,2.248046875,8.78299379349
1,20.0,47.7357177734
2,4.322265625,14.1487417221
3,1.140625,5.04925012589
4,0.8203125,3.5845348835
5,0.69140625,2.89843225479
6,0.642578125,2.61341834068
7,0.58203125,2.37200427055
8,0.5390625,2.18381285667
9,0.5546875,2.07692527771
10,0.48046875,2.04032707214
11,0.466796875,1.85494363308
12,0.431640625,1.86935710907
13,0.42578125,1.81692588329
14,0.42578125,1.73636412621
15,0.40234375,1.61368525028
16,0.384765625,1.53421080112
17,0.345703125,1.41414058208
18,0.38671875,1.49753379822
19,0.333984375,1.38231563568
20,0.423828125,1.74609565735
